Image_Index,Total_Images,Image_Path,Width,Height,Object_Count,Time_ms
75,96,/app/Datasets/Green_grapes/test/images/775.png,640,640,3,28.5
76,96,/app/Datasets/Green_grapes/test/images/779.png,640,640,3,28.5
77,96,/app/Datasets/Green_grapes/test/images/79.png,640,640,2,28.6
78,96,/app/Datasets/Green_grapes/test/images/790.png,640,640,2,28.7
79,96,/app/Datasets/Green_grapes/test/images/797.png,640,640,3,28.5
80,96,/app/Datasets/Green_grapes/test/images/814.png,640,640,3,28.5
81,96,/app/Datasets/Green_grapes/test/images/823.png,640,640,4,28.7
82,96,/app/Datasets/Green_grapes/test/images/836.png,640,640,3,28.4
83,96,/app/Datasets/Green_grapes/test/images/84.png,640,640,3,28.5
84,96,/app/Datasets/Green_grapes/test/images/866.png,640,640,3,28.5
85,96,/app/Datasets/Green_grapes/test/images/876.png,640,640,2,28.6
86,96,/app/Datasets/Green_grapes/test/images/88.png,640,640,2,28.5
87,96,/app/Datasets/Green_grapes/test/images/880.png,640,640,6,28.6
88,96,/app/Datasets/Green_grapes/test/images/9.png,640,640,3,28.5
89,96,/app/Datasets/Green_grapes/test/images/903.png,640,640,2,28.5
90,96,/app/Datasets/Green_grapes/test/images/907.png,640,640,4,28.6
91,96,/app/Datasets/Green_grapes/test/images/912.png,640,640,4,27.6
92,96,/app/Datasets/Green_grapes/test/images/915.png,640,640,2,27.6
93,96,/app/Datasets/Green_grapes/test/images/917.png,640,640,1,27.6
94,96,/app/Datasets/Green_grapes/test/images/933.png,640,640,6,27.7
95,96,/app/Datasets/Green_grapes/test/images/950.png,640,640,2,27.7
96,96,/app/Datasets/Green_grapes/test/images/97.png,640,640,4,27.7
